image_path,detected_objects,image_category,num_objects,timestamp
data/raw/images/lobelia4cosmetics/26568.jpg,"[{'name': 'bottle', 'confidence': 0.6432711482048035}, {'name': 'bottle', 'confidence': 0.6279256343841553}, {'name': 'bottle', 'confidence': 0.4022105634212494}, {'name': 'bottle', 'confidence': 0.35633373260498047}, {'name': 'bottle', 'confidence': 0.34715956449508667}, {'name': 'bottle', 'confidence': 0.34498903155326843}, {'name': 'bottle', 'confidence': 0.3412441909313202}, {'name': 'bottle', 'confidence': 0.31475797295570374}, {'name': 'bottle', 'confidence': 0.26920053362846375}, {'name': 'bottle', 'confidence': 0.2691819667816162}, {'name': 'bottle', 'confidence': 0.263394832611084}]",product_display,11,2026-06-30 00:21:13.709439
data/raw/images/lobelia4cosmetics/26540.jpg,"[{'name': 'bottle', 'confidence': 0.34481969475746155}]",product_display,1,2026-06-30 00:21:13.954332
data/raw/images/lobelia4cosmetics/26554.jpg,"[{'name': 'refrigerator', 'confidence': 0.38142117857933044}]",other,1,2026-06-30 00:21:14.213115
data/raw/images/lobelia4cosmetics/26555.jpg,"[{'name': 'bottle', 'confidence': 0.4262688159942627}]",product_display,1,2026-06-30 00:21:14.473931
data/raw/images/lobelia4cosmetics/26541.jpg,[],other,0,2026-06-30 00:21:14.802053
data/raw/images/lobelia4cosmetics/26569.jpg,[],other,0,2026-06-30 00:21:15.683721
data/raw/images/lobelia4cosmetics/26596.jpg,"[{'name': 'bottle', 'confidence': 0.9058476686477661}]",product_display,1,2026-06-30 00:21:15.988241
data/raw/images/lobelia4cosmetics/26582.jpg,"[{'name': 'bottle', 'confidence': 0.5668651461601257}, {'name': 'bottle', 'confidence': 0.37785661220550537}, {'name': 'bottle', 'confidence': 0.2698684334754944}, {'name': 'bottle', 'confidence': 0.2639971971511841}, {'name': 'bottle', 'confidence': 0.25665321946144104}]",product_display,5,2026-06-30 00:21:16.192545
data/raw/images/lobelia4cosmetics/26623.jpg,"[{'name': 'bottle', 'confidence': 0.6109323501586914}, {'name': 'bottle', 'confidence': 0.3555757403373718}, {'name': 'bottle', 'confidence': 0.3350639045238495}, {'name': 'bottle', 'confidence': 0.3286583721637726}, {'name': 'bottle', 'confidence': 0.2876706123352051}, {'name': 'bottle', 'confidence': 0.2857910394668579}, {'name': 'bottle', 'confidence': 0.28018510341644287}, {'name': 'bottle', 'confidence': 0.26857131719589233}, {'name': 'bottle', 'confidence': 0.2674810588359833}]",product_display,9,2026-06-30 00:21:16.476727
data/raw/images/lobelia4cosmetics/26637.jpg,"[{'name': 'bottle', 'confidence': 0.4262688159942627}]",product_display,1,2026-06-30 00:21:17.121034
data/raw/images/lobelia4cosmetics/26612.jpg,"[{'name': 'book', 'confidence': 0.29323312640190125}, {'name': 'bottle', 'confidence': 0.28239497542381287}, {'name': 'refrigerator', 'confidence': 0.275532066822052}, {'name': 'bottle', 'confidence': 0.26941102743148804}]",product_display,4,2026-06-30 00:21:17.543409
data/raw/images/lobelia4cosmetics/26606.jpg,"[{'name': 'bottle', 'confidence': 0.6767722368240356}]",product_display,1,2026-06-30 00:21:17.892669
